Company,Role,Description,Job Link
VMware,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in RESTful API design and documentation, Unit testing with pytest, Docker Compose for multi-container apps, Java SpringBoot microservices, Git branching and merging strategies, Code review and static analysis tools, Python and object-oriented programming, Agile Scrum team collaboration, Linux shell scripting for automation. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.vmware.com/jobs/software-engineer-4532
Intel,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Reporting and dashboard creation, Google Analytics event tracking, Influencer outreach and partnership management, Facebook Ads audience targeting, Social media analytics with Hootsuite to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.intel.com/jobs/digital-marketing-specialist-8557
Lenovo,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Compliance with GDPR and HIPAA, Identity and access management (IAM), Patch management and system hardening, Cloud security for AWS and Azure, Security information and event management (SIEM), Encryption standards and protocols, Security awareness training, Risk analysis and mitigation. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.lenovo.com/jobs/cybersecurity-analyst-2386
Acer,Cybersecurity Analyst,"We are seeking a highly skilled Cybersecurity Analyst with extensive experience in Incident response and forensics, Encryption standards and protocols, Threat intelligence gathering, Risk analysis and mitigation, Compliance with GDPR and HIPAA. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.acer.com/jobs/cybersecurity-analyst-9429
Square,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Python and object-oriented programming, SQL query optimization for PostgreSQL, Cloud deployment on AWS, Frontend development with React.js, Java SpringBoot microservices, Code review and static analysis tools, Unit testing with pytest, Performance profiling and memory management will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.square.com/jobs/software-engineer-5171
Google,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Linux shell scripting for automation, Unit testing with pytest, Frontend development with React.js, Code review and static analysis tools, Docker Compose for multi-container apps, Performance profiling and memory management, Java SpringBoot microservices, Git branching and merging strategies, Cloud deployment on AWS. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.google.com/jobs/software-engineer-8080
SAP,Project Manager,"As a Project Manager, you will leverage your experience in Change management processes, Remote team coordination, Quality assurance and control, Team leadership and conflict resolution, Stakeholder communication and reporting, Meeting facilitation and documentation to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.sap.com/jobs/project-manager-1207
Ericsson,Project Manager,"Our company is searching for a dedicated Project Manager with proven proficiency in Agile and Waterfall methodologies, Remote team coordination, Vendor management and contract negotiation, Project planning and scheduling with MS Project, Change management processes, Meeting facilitation and documentation, Performance tracking with KPIs, Stakeholder communication and reporting, Scope management and requirements gathering. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.ericsson.com/jobs/project-manager-1609
Alibaba,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Debugging with VSCode and GDB, RESTful API design and documentation, Continuous Integration with Jenkins, Linux shell scripting for automation, Agile Scrum team collaboration, Docker Compose for multi-container apps, Java SpringBoot microservices. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.alibaba.com/jobs/software-engineer-2809
Nokia,Software Engineer,"As a Software Engineer, you will leverage your experience in Continuous Integration with Jenkins, Git branching and merging strategies, Frontend development with React.js, Performance profiling and memory management, Docker Compose for multi-container apps, Code review and static analysis tools to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.nokia.com/jobs/software-engineer-6179
Meta,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Network intrusion detection and prevention, Incident response and forensics, Security awareness training, Security policy development, Threat intelligence gathering, Identity and access management (IAM), Compliance with GDPR and HIPAA, Vulnerability assessment and penetration testing. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.meta.com/jobs/cybersecurity-analyst-7571
IBM,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Influencer outreach and partnership management, Google Analytics event tracking, Facebook Ads audience targeting, Competitor analysis and benchmarking, Content calendar planning and execution. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.ibm.com/jobs/digital-marketing-specialist-1628
Tencent,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in Google Ads campaign setup and A/B testing, Conversion rate optimization (CRO), Competitor analysis and benchmarking, SEO keyword research and on-page optimization, Influencer outreach and partnership management, Content calendar planning and execution, Google Analytics event tracking. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.tencent.com/jobs/digital-marketing-specialist-3894
Anthropic,Software Engineer,"Seeking an experienced Software Engineer with expertise in Docker Compose for multi-container apps, Debugging with VSCode and GDB, Code review and static analysis tools, Linux shell scripting for automation, Frontend development with React.js, Unit testing with pytest, RESTful API design and documentation. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.anthropic.com/jobs/software-engineer-4251
ServiceNow,Software Engineer,"Seeking an experienced Software Engineer with expertise in Python and object-oriented programming, Docker Compose for multi-container apps, Performance profiling and memory management, SQL query optimization for PostgreSQL, Java SpringBoot microservices, Cloud deployment on AWS, RESTful API design and documentation, Agile Scrum team collaboration, Continuous Integration with Jenkins. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.servicenow.com/jobs/software-engineer-1150
Snap Inc.,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Competitor analysis and benchmarking, Google Analytics event tracking, Reporting and dashboard creation, Social media analytics with Hootsuite, Influencer outreach and partnership management, Lead generation through LinkedIn, Email marketing automation with Mailchimp, Copywriting for landing pages and emails, Facebook Ads audience targeting. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.snapinc.com/jobs/digital-marketing-specialist-5112
IBM,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in SEO keyword research and on-page optimization, Competitor analysis and benchmarking, Lead generation through LinkedIn, Google Analytics event tracking, Social media analytics with Hootsuite. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.ibm.com/jobs/digital-marketing-specialist-7490
Spotify,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Security information and event management (SIEM), Security policy development, Network intrusion detection and prevention, Security awareness training, Encryption standards and protocols, Cloud security for AWS and Azure, Risk analysis and mitigation, Firewall configuration and management, Malware analysis and reverse engineering. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.spotify.com/jobs/cybersecurity-analyst-1741
Bosch,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Incident response and forensics, Encryption standards and protocols, Security information and event management (SIEM), Network intrusion detection and prevention, Firewall configuration and management. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.bosch.com/jobs/cybersecurity-analyst-1617
Samsung,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Cloud deployment on AWS, Performance profiling and memory management, Code review and static analysis tools, Linux shell scripting for automation, Java SpringBoot microservices, Frontend development with React.js will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.samsung.com/jobs/software-engineer-3639
TikTok,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Conversion rate optimization (CRO), Google Analytics event tracking, Facebook Ads audience targeting, Video marketing for YouTube and TikTok, Copywriting for landing pages and emails, Social media analytics with Hootsuite, Content calendar planning and execution, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.tiktok.com/jobs/digital-marketing-specialist-2151
ServiceNow,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Identity and access management (IAM), Encryption standards and protocols, Network intrusion detection and prevention, Threat intelligence gathering, Security information and event management (SIEM), Risk analysis and mitigation, Incident response and forensics to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.servicenow.com/jobs/cybersecurity-analyst-5110
Intel,Digital Marketing Specialist,"Become part of our dynamic team as a Digital Marketing Specialist. Your background in Video marketing for YouTube and TikTok, Retargeting strategies for e-commerce, Google Ads campaign setup and A/B testing, SEO keyword research and on-page optimization, Content calendar planning and execution will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.intel.com/jobs/digital-marketing-specialist-4819
Netflix,Cybersecurity Analyst,"Become part of our dynamic team as a Cybersecurity Analyst. Your background in Threat intelligence gathering, Identity and access management (IAM), Network intrusion detection and prevention, Incident response and forensics, Security awareness training, Compliance with GDPR and HIPAA will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.netflix.com/jobs/cybersecurity-analyst-7957
Sony,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Cloud deployment on AWS, SQL query optimization for PostgreSQL, Linux shell scripting for automation, Java SpringBoot microservices, Python and object-oriented programming will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.sony.com/jobs/software-engineer-3763
Stripe,Digital Marketing Specialist,"Become part of our dynamic team as a Digital Marketing Specialist. Your background in Competitor analysis and benchmarking, Social media analytics with Hootsuite, Reporting and dashboard creation, Lead generation through LinkedIn, Video marketing for YouTube and TikTok, Google Ads campaign setup and A/B testing, Email marketing automation with Mailchimp will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.stripe.com/jobs/digital-marketing-specialist-4336
Apple,Project Manager,"Seeking an experienced Project Manager with expertise in Agile and Waterfall methodologies, Quality assurance and control, Change management processes, Team leadership and conflict resolution, Meeting facilitation and documentation. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.apple.com/jobs/project-manager-8517
Google,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Lead generation through LinkedIn, SEO keyword research and on-page optimization, Google Analytics event tracking, Video marketing for YouTube and TikTok, Reporting and dashboard creation, Google Ads campaign setup and A/B testing, Content calendar planning and execution, Conversion rate optimization (CRO), Influencer outreach and partnership management. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.google.com/jobs/digital-marketing-specialist-3210
Shopify,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Cloud security for AWS and Azure, Identity and access management (IAM), Encryption standards and protocols, Security information and event management (SIEM), Firewall configuration and management. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.shopify.com/jobs/cybersecurity-analyst-3290
Slack,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Malware analysis and reverse engineering, Security information and event management (SIEM), Vulnerability assessment and penetration testing, Security awareness training, Firewall configuration and management, Patch management and system hardening, Risk analysis and mitigation, Encryption standards and protocols, Incident response and forensics. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.slack.com/jobs/cybersecurity-analyst-6926
Palantir,Cybersecurity Analyst,"We are seeking a highly skilled Cybersecurity Analyst with extensive experience in Network intrusion detection and prevention, Patch management and system hardening, Encryption standards and protocols, Identity and access management (IAM), Malware analysis and reverse engineering, Security awareness training, Vulnerability assessment and penetration testing, Incident response and forensics. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.palantir.com/jobs/cybersecurity-analyst-5090
Netflix,Digital Marketing Specialist,"Our company is searching for a dedicated Digital Marketing Specialist with proven proficiency in Google Ads campaign setup and A/B testing, Google Analytics event tracking, Social media analytics with Hootsuite, Video marketing for YouTube and TikTok, Conversion rate optimization (CRO), SEO keyword research and on-page optimization, Influencer outreach and partnership management, Lead generation through LinkedIn. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.netflix.com/jobs/digital-marketing-specialist-7467
Slack,Cybersecurity Analyst,"Join our forward-thinking organization as a Cybersecurity Analyst. Candidates should possess advanced knowledge in Firewall configuration and management, Encryption standards and protocols, Security policy development, Compliance with GDPR and HIPAA, Cloud security for AWS and Azure, Network intrusion detection and prevention, Vulnerability assessment and penetration testing, Security awareness training, Risk analysis and mitigation, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.slack.com/jobs/cybersecurity-analyst-4358
Ericsson,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Competitor analysis and benchmarking, Retargeting strategies for e-commerce, Email marketing automation with Mailchimp, Facebook Ads audience targeting, Google Ads campaign setup and A/B testing, Copywriting for landing pages and emails, Conversion rate optimization (CRO). You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.ericsson.com/jobs/digital-marketing-specialist-2788
Deepmind,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Facebook Ads audience targeting, Social media analytics with Hootsuite, Retargeting strategies for e-commerce, Conversion rate optimization (CRO), Email marketing automation with Mailchimp, Google Ads campaign setup and A/B testing, Reporting and dashboard creation, SEO keyword research and on-page optimization, Competitor analysis and benchmarking to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.deepmind.com/jobs/digital-marketing-specialist-7141
SAP,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Competitor analysis and benchmarking, Email marketing automation with Mailchimp, Facebook Ads audience targeting, Content calendar planning and execution, Lead generation through LinkedIn, Copywriting for landing pages and emails, Influencer outreach and partnership management, Social media analytics with Hootsuite, Video marketing for YouTube and TikTok. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.sap.com/jobs/digital-marketing-specialist-3139
Netflix,Cybersecurity Analyst,"Seeking an experienced Cybersecurity Analyst with expertise in Security awareness training, Encryption standards and protocols, Incident response and forensics, Compliance with GDPR and HIPAA, Network intrusion detection and prevention, Malware analysis and reverse engineering. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.netflix.com/jobs/cybersecurity-analyst-8139
Airbnb,Cybersecurity Analyst,"Become part of our dynamic team as a Cybersecurity Analyst. Your background in Patch management and system hardening, Malware analysis and reverse engineering, Risk analysis and mitigation, Vulnerability assessment and penetration testing, Network intrusion detection and prevention, Threat intelligence gathering, Incident response and forensics, Cloud security for AWS and Azure, Encryption standards and protocols will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.airbnb.com/jobs/cybersecurity-analyst-1856
Zoom,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Social media analytics with Hootsuite, Conversion rate optimization (CRO), Facebook Ads audience targeting, SEO keyword research and on-page optimization, Google Ads campaign setup and A/B testing, Lead generation through LinkedIn, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.zoom.com/jobs/digital-marketing-specialist-6849
Workday,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Security policy development, Incident response and forensics, Security information and event management (SIEM), Malware analysis and reverse engineering, Patch management and system hardening, Threat intelligence gathering, Security awareness training, Cloud security for AWS and Azure. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.workday.com/jobs/cybersecurity-analyst-3671
Ericsson,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Linux shell scripting for automation, RESTful API design and documentation, Unit testing with pytest, Java SpringBoot microservices, Cloud deployment on AWS, Agile Scrum team collaboration, Python and object-oriented programming, Code review and static analysis tools, Continuous Integration with Jenkins. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.ericsson.com/jobs/software-engineer-9794
Snap Inc.,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in SQL query optimization for PostgreSQL, Git branching and merging strategies, Performance profiling and memory management, Cloud deployment on AWS, Java SpringBoot microservices. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.snapinc.com/jobs/software-engineer-8222
Airbnb,Project Manager,"Our company is searching for a dedicated Project Manager with proven proficiency in Presentation to executive leadership, Project closure and lessons learned, Change management processes, Quality assurance and control, Vendor management and contract negotiation, Agile and Waterfall methodologies. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.airbnb.com/jobs/project-manager-6147
Philips,Cybersecurity Analyst,"Become part of our dynamic team as a Cybersecurity Analyst. Your background in Incident response and forensics, Compliance with GDPR and HIPAA, Identity and access management (IAM), Security awareness training, Malware analysis and reverse engineering, Patch management and system hardening, Security information and event management (SIEM), Security policy development will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.philips.com/jobs/cybersecurity-analyst-9684
IBM,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Video marketing for YouTube and TikTok, Lead generation through LinkedIn, Conversion rate optimization (CRO), Social media analytics with Hootsuite, Google Ads campaign setup and A/B testing, Content calendar planning and execution. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.ibm.com/jobs/digital-marketing-specialist-8069
Workday,Project Manager,"Join our forward-thinking organization as a Project Manager. Candidates should possess advanced knowledge in Project closure and lessons learned, Risk management and mitigation strategies, Vendor management and contract negotiation, Quality assurance and control, Team leadership and conflict resolution, Performance tracking with KPIs, Resource allocation and budgeting, Change management processes, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.workday.com/jobs/project-manager-1628
Pinterest,Digital Marketing Specialist,"Our company is searching for a dedicated Digital Marketing Specialist with proven proficiency in Reporting and dashboard creation, Lead generation through LinkedIn, Social media analytics with Hootsuite, Email marketing automation with Mailchimp, Google Ads campaign setup and A/B testing, Facebook Ads audience targeting, Conversion rate optimization (CRO). You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.pinterest.com/jobs/digital-marketing-specialist-3203
Oracle,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Python and object-oriented programming, Git branching and merging strategies, Docker Compose for multi-container apps, Unit testing with pytest, Code review and static analysis tools, Performance profiling and memory management, Cloud deployment on AWS, Java SpringBoot microservices will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.oracle.com/jobs/software-engineer-2934
SAP,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Compliance with GDPR and HIPAA, Patch management and system hardening, Threat intelligence gathering, Network intrusion detection and prevention, Firewall configuration and management, Encryption standards and protocols, Security awareness training, Incident response and forensics to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.sap.com/jobs/cybersecurity-analyst-4816
Meta,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Scope management and requirements gathering, Stakeholder communication and reporting, Presentation to executive leadership, Project closure and lessons learned, Resource allocation and budgeting, Performance tracking with KPIs. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.meta.com/jobs/project-manager-5720
Adobe,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Incident response and forensics, Risk analysis and mitigation, Malware analysis and reverse engineering, Security policy development, Identity and access management (IAM), Encryption standards and protocols, Patch management and system hardening, Threat intelligence gathering, Vulnerability assessment and penetration testing. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.adobe.com/jobs/cybersecurity-analyst-8771
SAP,Cybersecurity Analyst,"Become part of our dynamic team as a Cybersecurity Analyst. Your background in Security information and event management (SIEM), Security awareness training, Patch management and system hardening, Firewall configuration and management, Incident response and forensics will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.sap.com/jobs/cybersecurity-analyst-1203
Uber,Cybersecurity Analyst,"Join our forward-thinking organization as a Cybersecurity Analyst. Candidates should possess advanced knowledge in Vulnerability assessment and penetration testing, Network intrusion detection and prevention, Identity and access management (IAM), Patch management and system hardening, Incident response and forensics, Encryption standards and protocols, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.uber.com/jobs/cybersecurity-analyst-3458
Siemens,Project Manager,"We have an exciting opportunity for a Project Manager who excels in Resource allocation and budgeting, Remote team coordination, Presentation to executive leadership, Vendor management and contract negotiation, Team leadership and conflict resolution, Risk management and mitigation strategies, Project planning and scheduling with MS Project. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.siemens.com/jobs/project-manager-6246
LG,Project Manager,"Become part of our dynamic team as a Project Manager. Your background in Quality assurance and control, Stakeholder communication and reporting, Scope management and requirements gathering, Presentation to executive leadership, Remote team coordination, Risk management and mitigation strategies, Vendor management and contract negotiation, Change management processes, Team leadership and conflict resolution will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.lg.com/jobs/project-manager-6017
Salesforce,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Compliance with GDPR and HIPAA, Threat intelligence gathering, Security information and event management (SIEM), Malware analysis and reverse engineering, Vulnerability assessment and penetration testing, Cloud security for AWS and Azure, Identity and access management (IAM), Encryption standards and protocols. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.salesforce.com/jobs/cybersecurity-analyst-5874
Datadog,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Agile Scrum team collaboration, Frontend development with React.js, Cloud deployment on AWS, Performance profiling and memory management, Linux shell scripting for automation. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.datadog.com/jobs/software-engineer-8902
Stripe,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Unit testing with pytest, Git branching and merging strategies, SQL query optimization for PostgreSQL, Performance profiling and memory management, RESTful API design and documentation, Continuous Integration with Jenkins, Debugging with VSCode and GDB. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.stripe.com/jobs/software-engineer-8690
OpenAI,Cybersecurity Analyst,"Seeking an experienced Cybersecurity Analyst with expertise in Security awareness training, Incident response and forensics, Security policy development, Malware analysis and reverse engineering, Compliance with GDPR and HIPAA, Vulnerability assessment and penetration testing, Network intrusion detection and prevention, Encryption standards and protocols, Cloud security for AWS and Azure. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.openai.com/jobs/cybersecurity-analyst-2998
Tesla,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Incident response and forensics, Patch management and system hardening, Network intrusion detection and prevention, Cloud security for AWS and Azure, Encryption standards and protocols to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.tesla.com/jobs/cybersecurity-analyst-6902
Datadog,Software Engineer,"As a Software Engineer, you will leverage your experience in Linux shell scripting for automation, SQL query optimization for PostgreSQL, Java SpringBoot microservices, Continuous Integration with Jenkins, Docker Compose for multi-container apps, Frontend development with React.js to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.datadog.com/jobs/software-engineer-6222
LG,Cybersecurity Analyst,"Become part of our dynamic team as a Cybersecurity Analyst. Your background in Network intrusion detection and prevention, Firewall configuration and management, Compliance with GDPR and HIPAA, Cloud security for AWS and Azure, Vulnerability assessment and penetration testing, Threat intelligence gathering, Identity and access management (IAM), Security policy development, Encryption standards and protocols will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.lg.com/jobs/cybersecurity-analyst-9599
Palantir,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Risk analysis and mitigation, Security information and event management (SIEM), Security awareness training, Compliance with GDPR and HIPAA, Threat intelligence gathering, Firewall configuration and management, Cloud security for AWS and Azure. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.palantir.com/jobs/cybersecurity-analyst-9864
Microsoft,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Compliance with GDPR and HIPAA, Security policy development, Risk analysis and mitigation, Security awareness training, Threat intelligence gathering, Vulnerability assessment and penetration testing, Malware analysis and reverse engineering, Incident response and forensics. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.microsoft.com/jobs/cybersecurity-analyst-9017
IBM,Project Manager,"Become part of our dynamic team as a Project Manager. Your background in Agile and Waterfall methodologies, Stakeholder communication and reporting, Performance tracking with KPIs, Risk management and mitigation strategies, Remote team coordination, Vendor management and contract negotiation, Scope management and requirements gathering, Project planning and scheduling with MS Project will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.ibm.com/jobs/project-manager-3653
Pinterest,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Security information and event management (SIEM), Encryption standards and protocols, Identity and access management (IAM), Risk analysis and mitigation, Malware analysis and reverse engineering, Incident response and forensics. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.pinterest.com/jobs/cybersecurity-analyst-6902
Nokia,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Code review and static analysis tools, RESTful API design and documentation, Agile Scrum team collaboration, Docker Compose for multi-container apps, Python and object-oriented programming, Frontend development with React.js, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.nokia.com/jobs/software-engineer-9039
Twilio,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Incident response and forensics, Vulnerability assessment and penetration testing, Network intrusion detection and prevention, Encryption standards and protocols, Security policy development, Cloud security for AWS and Azure to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.twilio.com/jobs/cybersecurity-analyst-4976
Xiaomi,Project Manager,"Seeking an experienced Project Manager with expertise in Resource allocation and budgeting, Performance tracking with KPIs, Risk management and mitigation strategies, Quality assurance and control, Presentation to executive leadership, Scope management and requirements gathering. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.xiaomi.com/jobs/project-manager-5154
Qualcomm,Cybersecurity Analyst,"Seeking an experienced Cybersecurity Analyst with expertise in Incident response and forensics, Malware analysis and reverse engineering, Compliance with GDPR and HIPAA, Network intrusion detection and prevention, Security policy development, Firewall configuration and management, Cloud security for AWS and Azure. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.qualcomm.com/jobs/cybersecurity-analyst-3719
Slack,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Competitor analysis and benchmarking, Reporting and dashboard creation, Video marketing for YouTube and TikTok, Google Analytics event tracking, Facebook Ads audience targeting, Google Ads campaign setup and A/B testing, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.slack.com/jobs/digital-marketing-specialist-1507
Atlassian,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Compliance with GDPR and HIPAA, Risk analysis and mitigation, Vulnerability assessment and penetration testing, Cloud security for AWS and Azure, Threat intelligence gathering, Incident response and forensics, Encryption standards and protocols. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.atlassian.com/jobs/cybersecurity-analyst-9131
ByteDance,Project Manager,"We are looking for a Project Manager with a strong foundation in Agile and Waterfall methodologies, Performance tracking with KPIs, Resource allocation and budgeting, Quality assurance and control, Risk management and mitigation strategies. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.bytedance.com/jobs/project-manager-1220
