Company,Role,Description,Job Link
Cisco,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Content calendar planning and execution, Lead generation through LinkedIn, Retargeting strategies for e-commerce, Facebook Ads audience targeting, Google Ads campaign setup and A/B testing, Video marketing for YouTube and TikTok, SEO keyword research and on-page optimization, Conversion rate optimization (CRO), Email marketing automation with Mailchimp. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.cisco.com/jobs/digital-marketing-specialist-1872
Anthropic,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Quality assurance and control, Vendor management and contract negotiation, Change management processes, Remote team coordination, Scope management and requirements gathering, Project planning and scheduling with MS Project, Project closure and lessons learned, Agile and Waterfall methodologies, Team leadership and conflict resolution. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.anthropic.com/jobs/project-manager-2673
Anthropic,Project Manager,"Join our forward-thinking organization as a Project Manager. Candidates should possess advanced knowledge in Agile and Waterfall methodologies, Change management processes, Performance tracking with KPIs, Team leadership and conflict resolution, Project planning and scheduling with MS Project, Resource allocation and budgeting, Vendor management and contract negotiation, Quality assurance and control, Scope management and requirements gathering, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.anthropic.com/jobs/project-manager-1696
Oracle,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Performance profiling and memory management, Cloud deployment on AWS, Java SpringBoot microservices, Agile Scrum team collaboration, Git branching and merging strategies, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.oracle.com/jobs/software-engineer-1716
Adobe,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in SEO keyword research and on-page optimization, Content calendar planning and execution, Conversion rate optimization (CRO), Google Analytics event tracking, Competitor analysis and benchmarking. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.adobe.com/jobs/digital-marketing-specialist-2413
Twilio,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Retargeting strategies for e-commerce, Email marketing automation with Mailchimp, Google Ads campaign setup and A/B testing, Competitor analysis and benchmarking, Conversion rate optimization (CRO), Influencer outreach and partnership management, SEO keyword research and on-page optimization, Google Analytics event tracking to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.twilio.com/jobs/digital-marketing-specialist-8973
Meta,Software Engineer,"Seeking an experienced Software Engineer with expertise in Unit testing with pytest, Agile Scrum team collaboration, Continuous Integration with Jenkins, Docker Compose for multi-container apps, Code review and static analysis tools, Python and object-oriented programming, RESTful API design and documentation. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.meta.com/jobs/software-engineer-4791
Cisco,Project Manager,"Join our forward-thinking organization as a Project Manager. Candidates should possess advanced knowledge in Performance tracking with KPIs, Team leadership and conflict resolution, Scope management and requirements gathering, Project closure and lessons learned, Presentation to executive leadership, Stakeholder communication and reporting, Risk management and mitigation strategies, Agile and Waterfall methodologies, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.cisco.com/jobs/project-manager-2439
Deepmind,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Performance profiling and memory management, Python and object-oriented programming, Java SpringBoot microservices, Code review and static analysis tools, Docker Compose for multi-container apps. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.deepmind.com/jobs/software-engineer-5933
Samsung,Project Manager,"Our company is searching for a dedicated Project Manager with proven proficiency in Team leadership and conflict resolution, Agile and Waterfall methodologies, Resource allocation and budgeting, Scope management and requirements gathering, Stakeholder communication and reporting, Presentation to executive leadership, Remote team coordination, Change management processes. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.samsung.com/jobs/project-manager-9424
Airbnb,Project Manager,"We are looking for a Project Manager with a strong foundation in Meeting facilitation and documentation, Change management processes, Project closure and lessons learned, Performance tracking with KPIs, Presentation to executive leadership, Resource allocation and budgeting, Project planning and scheduling with MS Project, Risk management and mitigation strategies. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.airbnb.com/jobs/project-manager-4708
Spotify,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Cloud deployment on AWS, Agile Scrum team collaboration, Performance profiling and memory management, Debugging with VSCode and GDB, Frontend development with React.js, RESTful API design and documentation, Linux shell scripting for automation, Python and object-oriented programming. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.spotify.com/jobs/software-engineer-4933
Anthropic,Digital Marketing Specialist,"We are seeking a highly skilled Digital Marketing Specialist with extensive experience in Competitor analysis and benchmarking, Google Analytics event tracking, Social media analytics with Hootsuite, Influencer outreach and partnership management, Conversion rate optimization (CRO), Copywriting for landing pages and emails, Reporting and dashboard creation, Video marketing for YouTube and TikTok. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.anthropic.com/jobs/digital-marketing-specialist-2640
OpenAI,Project Manager,"Become part of our dynamic team as a Project Manager. Your background in Risk management and mitigation strategies, Agile and Waterfall methodologies, Project planning and scheduling with MS Project, Presentation to executive leadership, Vendor management and contract negotiation, Performance tracking with KPIs, Meeting facilitation and documentation, Remote team coordination, Change management processes will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.openai.com/jobs/project-manager-5699
Dell,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Python and object-oriented programming, Frontend development with React.js, Agile Scrum team collaboration, Cloud deployment on AWS, Java SpringBoot microservices, Debugging with VSCode and GDB. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.dell.com/jobs/software-engineer-3653
Amazon,Project Manager,"Become part of our dynamic team as a Project Manager. Your background in Vendor management and contract negotiation, Resource allocation and budgeting, Agile and Waterfall methodologies, Meeting facilitation and documentation, Project planning and scheduling with MS Project, Scope management and requirements gathering will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.amazon.com/jobs/project-manager-9298
TikTok,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Performance profiling and memory management, Git branching and merging strategies, Frontend development with React.js, Agile Scrum team collaboration, Docker Compose for multi-container apps, Java SpringBoot microservices, Python and object-oriented programming, Code review and static analysis tools, Debugging with VSCode and GDB. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.tiktok.com/jobs/software-engineer-4935
Slack,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Unit testing with pytest, SQL query optimization for PostgreSQL, Java SpringBoot microservices, Debugging with VSCode and GDB, Continuous Integration with Jenkins, Python and object-oriented programming, Linux shell scripting for automation, Docker Compose for multi-container apps. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.slack.com/jobs/software-engineer-1875
Xiaomi,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Vulnerability assessment and penetration testing, Security awareness training, Risk analysis and mitigation, Security information and event management (SIEM), Patch management and system hardening, Threat intelligence gathering, Compliance with GDPR and HIPAA to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.xiaomi.com/jobs/cybersecurity-analyst-7982
Palantir,Digital Marketing Specialist,"Become part of our dynamic team as a Digital Marketing Specialist. Your background in Facebook Ads audience targeting, Retargeting strategies for e-commerce, Conversion rate optimization (CRO), Email marketing automation with Mailchimp, SEO keyword research and on-page optimization, Copywriting for landing pages and emails, Influencer outreach and partnership management, Lead generation through LinkedIn will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.palantir.com/jobs/digital-marketing-specialist-3575
Amazon,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Unit testing with pytest, Cloud deployment on AWS, Linux shell scripting for automation, SQL query optimization for PostgreSQL, RESTful API design and documentation, Git branching and merging strategies, Debugging with VSCode and GDB. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.amazon.com/jobs/software-engineer-7785
Nokia,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Presentation to executive leadership, Remote team coordination, Agile and Waterfall methodologies, Risk management and mitigation strategies, Project closure and lessons learned. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.nokia.com/jobs/project-manager-5666
Amazon,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Continuous Integration with Jenkins, RESTful API design and documentation, Cloud deployment on AWS, Agile Scrum team collaboration, Unit testing with pytest, Docker Compose for multi-container apps will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.amazon.com/jobs/software-engineer-6809
Adobe,Digital Marketing Specialist,"We have an exciting opportunity for a Digital Marketing Specialist who excels in Facebook Ads audience targeting, Copywriting for landing pages and emails, Lead generation through LinkedIn, Reporting and dashboard creation, Google Ads campaign setup and A/B testing, Email marketing automation with Mailchimp. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.adobe.com/jobs/digital-marketing-specialist-7395
Pinterest,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Incident response and forensics, Threat intelligence gathering, Compliance with GDPR and HIPAA, Vulnerability assessment and penetration testing, Identity and access management (IAM), Firewall configuration and management, Risk analysis and mitigation, Malware analysis and reverse engineering, Security awareness training. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.pinterest.com/jobs/cybersecurity-analyst-1768
Nokia,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Frontend development with React.js, Python and object-oriented programming, RESTful API design and documentation, SQL query optimization for PostgreSQL, Unit testing with pytest, Docker Compose for multi-container apps, Debugging with VSCode and GDB. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.nokia.com/jobs/software-engineer-5689
Lyft,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Cloud security for AWS and Azure, Security awareness training, Risk analysis and mitigation, Identity and access management (IAM), Threat intelligence gathering, Firewall configuration and management, Incident response and forensics, Compliance with GDPR and HIPAA, Vulnerability assessment and penetration testing. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.lyft.com/jobs/cybersecurity-analyst-5497
Google,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Git branching and merging strategies, Linux shell scripting for automation, Continuous Integration with Jenkins, Java SpringBoot microservices, SQL query optimization for PostgreSQL, Agile Scrum team collaboration. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.google.com/jobs/software-engineer-1151
Oracle,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Risk analysis and mitigation, Cloud security for AWS and Azure, Firewall configuration and management, Identity and access management (IAM), Malware analysis and reverse engineering. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.oracle.com/jobs/cybersecurity-analyst-5991
Adobe,Software Engineer,"As a Software Engineer, you will leverage your experience in Git branching and merging strategies, RESTful API design and documentation, Docker Compose for multi-container apps, Agile Scrum team collaboration, Java SpringBoot microservices, Debugging with VSCode and GDB, Unit testing with pytest, Performance profiling and memory management to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.adobe.com/jobs/software-engineer-1630
Pinterest,Software Engineer,"We are seeking a highly skilled Software Engineer with extensive experience in Performance profiling and memory management, Frontend development with React.js, SQL query optimization for PostgreSQL, Continuous Integration with Jenkins, Cloud deployment on AWS, Code review and static analysis tools, Linux shell scripting for automation. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.pinterest.com/jobs/software-engineer-7501
Qualcomm,Cybersecurity Analyst,"Join our forward-thinking organization as a Cybersecurity Analyst. Candidates should possess advanced knowledge in Cloud security for AWS and Azure, Encryption standards and protocols, Identity and access management (IAM), Security policy development, Risk analysis and mitigation, Threat intelligence gathering, Network intrusion detection and prevention, Firewall configuration and management, Security information and event management (SIEM), strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.qualcomm.com/jobs/cybersecurity-analyst-7213
Huawei,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Compliance with GDPR and HIPAA, Threat intelligence gathering, Cloud security for AWS and Azure, Encryption standards and protocols, Security awareness training, Security information and event management (SIEM), Incident response and forensics. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.huawei.com/jobs/cybersecurity-analyst-9315
Zoom,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Unit testing with pytest, Frontend development with React.js, Linux shell scripting for automation, RESTful API design and documentation, Performance profiling and memory management, Code review and static analysis tools, Continuous Integration with Jenkins, Debugging with VSCode and GDB. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.zoom.com/jobs/software-engineer-8472
Twilio,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Threat intelligence gathering, Identity and access management (IAM), Encryption standards and protocols, Patch management and system hardening, Security awareness training. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.twilio.com/jobs/cybersecurity-analyst-8469
Lyft,Cybersecurity Analyst,"As a Cybersecurity Analyst, you will leverage your experience in Threat intelligence gathering, Cloud security for AWS and Azure, Identity and access management (IAM), Patch management and system hardening, Risk analysis and mitigation, Security information and event management (SIEM) to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.lyft.com/jobs/cybersecurity-analyst-5700
NVIDIA,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Project planning and scheduling with MS Project, Performance tracking with KPIs, Team leadership and conflict resolution, Agile and Waterfall methodologies, Stakeholder communication and reporting, Remote team coordination. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.nvidia.com/jobs/project-manager-6731
Lenovo,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Lead generation through LinkedIn, Copywriting for landing pages and emails, Google Analytics event tracking, Social media analytics with Hootsuite, Conversion rate optimization (CRO), Email marketing automation with Mailchimp, Competitor analysis and benchmarking, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.lenovo.com/jobs/digital-marketing-specialist-9201
Xiaomi,Digital Marketing Specialist,"We have an exciting opportunity for a Digital Marketing Specialist who excels in Google Ads campaign setup and A/B testing, Social media analytics with Hootsuite, Lead generation through LinkedIn, Conversion rate optimization (CRO), Google Analytics event tracking, SEO keyword research and on-page optimization, Retargeting strategies for e-commerce, Copywriting for landing pages and emails. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.xiaomi.com/jobs/digital-marketing-specialist-8185
Zoom,Software Engineer,"As a Software Engineer, you will leverage your experience in Git branching and merging strategies, Performance profiling and memory management, Cloud deployment on AWS, Docker Compose for multi-container apps, Code review and static analysis tools, Python and object-oriented programming, Unit testing with pytest, Agile Scrum team collaboration, Frontend development with React.js to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.zoom.com/jobs/software-engineer-7746
Oracle,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Firewall configuration and management, Encryption standards and protocols, Threat intelligence gathering, Security awareness training, Network intrusion detection and prevention, Incident response and forensics, Compliance with GDPR and HIPAA. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.oracle.com/jobs/cybersecurity-analyst-5187
Red Hat,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Compliance with GDPR and HIPAA, Incident response and forensics, Identity and access management (IAM), Security policy development, Malware analysis and reverse engineering, Security information and event management (SIEM). You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.redhat.com/jobs/cybersecurity-analyst-3071
Slack,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Linux shell scripting for automation, Cloud deployment on AWS, Docker Compose for multi-container apps, Code review and static analysis tools, Agile Scrum team collaboration, Python and object-oriented programming, Unit testing with pytest, Continuous Integration with Jenkins, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.slack.com/jobs/software-engineer-7136
Square,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Debugging with VSCode and GDB, Performance profiling and memory management, Code review and static analysis tools, Frontend development with React.js, Java SpringBoot microservices, Cloud deployment on AWS, Unit testing with pytest, Docker Compose for multi-container apps will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.square.com/jobs/software-engineer-6310
Anthropic,Digital Marketing Specialist,"Join our forward-thinking organization as a Digital Marketing Specialist. Candidates should possess advanced knowledge in Competitor analysis and benchmarking, Email marketing automation with Mailchimp, Influencer outreach and partnership management, Social media analytics with Hootsuite, Reporting and dashboard creation, Lead generation through LinkedIn, Google Ads campaign setup and A/B testing, Content calendar planning and execution, Retargeting strategies for e-commerce, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.anthropic.com/jobs/digital-marketing-specialist-5923
Nokia,Cybersecurity Analyst,"We are looking for a Cybersecurity Analyst with a strong foundation in Patch management and system hardening, Security awareness training, Network intrusion detection and prevention, Firewall configuration and management, Vulnerability assessment and penetration testing, Security policy development, Malware analysis and reverse engineering, Cloud security for AWS and Azure, Identity and access management (IAM). You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.nokia.com/jobs/cybersecurity-analyst-4136
Zoom,Software Engineer,"As a Software Engineer, you will leverage your experience in Git branching and merging strategies, Linux shell scripting for automation, Python and object-oriented programming, Agile Scrum team collaboration, Frontend development with React.js, Performance profiling and memory management, Continuous Integration with Jenkins, SQL query optimization for PostgreSQL, Debugging with VSCode and GDB to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.zoom.com/jobs/software-engineer-1500
Airbnb,Cybersecurity Analyst,"We are seeking a highly skilled Cybersecurity Analyst with extensive experience in Incident response and forensics, Encryption standards and protocols, Security information and event management (SIEM), Risk analysis and mitigation, Security awareness training, Compliance with GDPR and HIPAA. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.airbnb.com/jobs/cybersecurity-analyst-7396
Snowflake,Digital Marketing Specialist,"Seeking an experienced Digital Marketing Specialist with expertise in Google Analytics event tracking, Content calendar planning and execution, Conversion rate optimization (CRO), Competitor analysis and benchmarking, Lead generation through LinkedIn, Retargeting strategies for e-commerce, SEO keyword research and on-page optimization, Google Ads campaign setup and A/B testing. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.snowflake.com/jobs/digital-marketing-specialist-5783
Palantir,Cybersecurity Analyst,"Join our forward-thinking organization as a Cybersecurity Analyst. Candidates should possess advanced knowledge in Risk analysis and mitigation, Network intrusion detection and prevention, Security awareness training, Malware analysis and reverse engineering, Identity and access management (IAM), Security policy development, Vulnerability assessment and penetration testing, Encryption standards and protocols, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.palantir.com/jobs/cybersecurity-analyst-7835
Cisco,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Python and object-oriented programming, Code review and static analysis tools, Agile Scrum team collaboration, SQL query optimization for PostgreSQL, Cloud deployment on AWS, Debugging with VSCode and GDB, Docker Compose for multi-container apps, Git branching and merging strategies. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.cisco.com/jobs/software-engineer-1673
Salesforce,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Code review and static analysis tools, Frontend development with React.js, Python and object-oriented programming, Java SpringBoot microservices, Unit testing with pytest, Docker Compose for multi-container apps, Agile Scrum team collaboration will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.salesforce.com/jobs/software-engineer-6706
Xiaomi,Software Engineer,"Seeking an experienced Software Engineer with expertise in Performance profiling and memory management, Python and object-oriented programming, SQL query optimization for PostgreSQL, Frontend development with React.js, Cloud deployment on AWS, Docker Compose for multi-container apps, Java SpringBoot microservices. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.xiaomi.com/jobs/software-engineer-1764
Lenovo,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Frontend development with React.js, Docker Compose for multi-container apps, Java SpringBoot microservices, Agile Scrum team collaboration, SQL query optimization for PostgreSQL, RESTful API design and documentation, Performance profiling and memory management, Code review and static analysis tools, Debugging with VSCode and GDB. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.lenovo.com/jobs/software-engineer-6889
ByteDance,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Email marketing automation with Mailchimp, SEO keyword research and on-page optimization, Social media analytics with Hootsuite, Lead generation through LinkedIn, Copywriting for landing pages and emails to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.bytedance.com/jobs/digital-marketing-specialist-8309
Philips,Software Engineer,"Our company is searching for a dedicated Software Engineer with proven proficiency in Java SpringBoot microservices, SQL query optimization for PostgreSQL, Docker Compose for multi-container apps, Unit testing with pytest, Agile Scrum team collaboration. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.philips.com/jobs/software-engineer-5322
Salesforce,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Cloud deployment on AWS, RESTful API design and documentation, Git branching and merging strategies, Unit testing with pytest, Docker Compose for multi-container apps, SQL query optimization for PostgreSQL, Frontend development with React.js, Continuous Integration with Jenkins will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.salesforce.com/jobs/software-engineer-7829
Meta,Software Engineer,"Join our forward-thinking organization as a Software Engineer. Candidates should possess advanced knowledge in Linux shell scripting for automation, Cloud deployment on AWS, SQL query optimization for PostgreSQL, RESTful API design and documentation, Agile Scrum team collaboration, Git branching and merging strategies, Continuous Integration with Jenkins, Code review and static analysis tools, strong analytical abilities, and excellent communication skills to shape our strategies and deliver outstanding results.",https://careers.meta.com/jobs/software-engineer-9823
Alibaba,Software Engineer,"We have an exciting opportunity for a Software Engineer who excels in Code review and static analysis tools, Cloud deployment on AWS, Debugging with VSCode and GDB, RESTful API design and documentation, Unit testing with pytest, Python and object-oriented programming, Linux shell scripting for automation. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.alibaba.com/jobs/software-engineer-3469
Broadcom,Digital Marketing Specialist,"We are looking for a Digital Marketing Specialist with a strong foundation in Conversion rate optimization (CRO), Google Ads campaign setup and A/B testing, Retargeting strategies for e-commerce, Social media analytics with Hootsuite, Competitor analysis and benchmarking, Copywriting for landing pages and emails, Email marketing automation with Mailchimp, SEO keyword research and on-page optimization, Lead generation through LinkedIn. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.broadcom.com/jobs/digital-marketing-specialist-8474
Stripe,Software Engineer,"We are looking for a Software Engineer with a strong foundation in Cloud deployment on AWS, Linux shell scripting for automation, Python and object-oriented programming, Java SpringBoot microservices, Unit testing with pytest, Continuous Integration with Jenkins, Git branching and merging strategies, Debugging with VSCode and GDB. You will work closely with stakeholders, develop effective solutions, and support the growth and development of our organization.",https://careers.stripe.com/jobs/software-engineer-1127
ASUS,Cybersecurity Analyst,"Seeking an experienced Cybersecurity Analyst with expertise in Cloud security for AWS and Azure, Risk analysis and mitigation, Firewall configuration and management, Security policy development, Security awareness training, Malware analysis and reverse engineering, Incident response and forensics. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.asus.com/jobs/cybersecurity-analyst-3919
Huawei,Project Manager,"We have an exciting opportunity for a Project Manager who excels in Team leadership and conflict resolution, Meeting facilitation and documentation, Presentation to executive leadership, Change management processes, Vendor management and contract negotiation. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.huawei.com/jobs/project-manager-4540
Snap Inc.,Cybersecurity Analyst,"We have an exciting opportunity for a Cybersecurity Analyst who excels in Security information and event management (SIEM), Threat intelligence gathering, Patch management and system hardening, Network intrusion detection and prevention, Compliance with GDPR and HIPAA, Vulnerability assessment and penetration testing, Security policy development, Encryption standards and protocols, Firewall configuration and management. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.snapinc.com/jobs/cybersecurity-analyst-8490
Lyft,Digital Marketing Specialist,"As a Digital Marketing Specialist, you will leverage your experience in Reporting and dashboard creation, Facebook Ads audience targeting, Lead generation through LinkedIn, Competitor analysis and benchmarking, Influencer outreach and partnership management, Retargeting strategies for e-commerce to solve challenging problems and drive impactful change. We value proactive, detail-oriented professionals passionate about making a difference.",https://careers.lyft.com/jobs/digital-marketing-specialist-6323
Adobe,Project Manager,"Seeking an experienced Project Manager with expertise in Remote team coordination, Risk management and mitigation strategies, Stakeholder communication and reporting, Resource allocation and budgeting, Scope management and requirements gathering, Meeting facilitation and documentation. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.adobe.com/jobs/project-manager-8119
Zoom,Project Manager,"We are seeking a highly skilled Project Manager with extensive experience in Quality assurance and control, Team leadership and conflict resolution, Project planning and scheduling with MS Project, Agile and Waterfall methodologies, Change management processes, Presentation to executive leadership, Meeting facilitation and documentation. The ideal candidate will demonstrate leadership, adaptability, and a commitment to continuous improvement, contributing to innovative projects.",https://careers.zoom.com/jobs/project-manager-6444
Datadog,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Network intrusion detection and prevention, Firewall configuration and management, Identity and access management (IAM), Cloud security for AWS and Azure, Malware analysis and reverse engineering. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.datadog.com/jobs/cybersecurity-analyst-1217
Shopify,Project Manager,"Seeking an experienced Project Manager with expertise in Team leadership and conflict resolution, Remote team coordination, Vendor management and contract negotiation, Meeting facilitation and documentation, Stakeholder communication and reporting. You will be involved in decision-making, project management, and the implementation of best practices to ensure our continued success.",https://careers.shopify.com/jobs/project-manager-6339
Snowflake,Digital Marketing Specialist,"We have an exciting opportunity for a Digital Marketing Specialist who excels in Social media analytics with Hootsuite, Email marketing automation with Mailchimp, Content calendar planning and execution, Reporting and dashboard creation, Lead generation through LinkedIn, Influencer outreach and partnership management, Google Ads campaign setup and A/B testing, Video marketing for YouTube and TikTok, Competitor analysis and benchmarking. In this role, you will manage complex tasks, mentor colleagues, and ensure the highest standards of quality, essential for achieving our ambitious goals.",https://careers.snowflake.com/jobs/digital-marketing-specialist-3726
Snowflake,Cybersecurity Analyst,"Our company is searching for a dedicated Cybersecurity Analyst with proven proficiency in Network intrusion detection and prevention, Cloud security for AWS and Azure, Threat intelligence gathering, Identity and access management (IAM), Patch management and system hardening. You will be responsible for leading initiatives, optimizing processes, and fostering a culture of collaboration and innovation.",https://careers.snowflake.com/jobs/cybersecurity-analyst-4300
Zoom,Software Engineer,"Become part of our dynamic team as a Software Engineer. Your background in Git branching and merging strategies, Cloud deployment on AWS, Python and object-oriented programming, Java SpringBoot microservices, Linux shell scripting for automation will enable you to contribute to strategic planning, process improvement, and the successful execution of key projects.",https://careers.zoom.com/jobs/software-engineer-5128
